"","artist","song","viewcount","year"
"69","A Boogie Wit Da Hoodie","Beasty             ",46000,2017
"70","A Boogie Wit Da Hoodie","Love Drugs and Sex             ",56600,2017
"71","A Boogie Wit Da Hoodie","Skeezers             ",57800,2017
"72","A Boogie Wit Da Hoodie","Startender (Ft. Offset & Tyga)             ",65900,2017
"73","A Boogie Wit Da Hoodie","Demons and Angels (Ft. Juice WRLD)             ",65700,2017
"74","A Boogie Wit Da Hoodie","Look Back at It             ",139200,2017
"75","A Boogie Wit Da Hoodie","Just Like Me (Ft. Young Thug)             ",63300,2017
"76","A Boogie Wit Da Hoodie","Bosses and Workers (Ft. Don Q & Trap Manny)             ",21100,2017
"77","A Boogie Wit Da Hoodie","Need a Best Friend (Ft. Lil Quee & Quando Rondo)             ",29400,2017
"78","A Boogie Wit Da Hoodie","The Reaper             ",18100,2017
"79","A Boogie Wit Da Hoodie","Uptown / Bustdown (Ft. Lil Durk & PnB Rock)             ",46500,2017
"80","A Boogie Wit Da Hoodie","Billie Jean             ",21300,2017
"81","A Boogie Wit Da Hoodie","4 Min Convo (Favorite Song)             ",74000,2017
"82","A Boogie Wit Da Hoodie","Odee             ",171100,2017
"83","A Boogie Wit Da Hoodie","Pull Up (Ft. NAV)             ",57200,2017
"84","A Boogie Wit Da Hoodie","Bentley Bentayga             ",11900,2017
"85","A Boogie Wit Da Hoodie","Savage             ",37100,2017
"86","A Boogie Wit Da Hoodie","Come Closer (Ft. Queen Naija)             ",131300,2017
"87","A Boogie Wit Da Hoodie","Retaliation             ",11100,2017
"88","A Boogie Wit Da Hoodie","Way Too Fly (Ft. Davido)             ",33200,2017
"89","A Boogie Wit Da Hoodie","MIA (Ft. Kap G)             ",18700,2017
"90","A Boogie Wit Da Hoodie","Nonchalant (Ft. Alkaline)             ",85600,2017
"91","A Boogie Wit Da Hoodie","Pretending (Ft. Jessie Reyez)             ",35000,2017
"92","A Boogie Wit Da Hoodie","Best Friend (Ft. Tory Lanez)             ",116500,2017
"93","A Boogie Wit Da Hoodie","Deja Vu (Ft. J Alvarez)             ",21700,2017
"94","A Boogie Wit Da Hoodie","Check (International Artist Remix) by A Boogie Wit Da Hoodie & Kojo Funds (Ft. RAYE)             ",21700,2017
"95","A Boogie Wit Da Hoodie","No Promises             ",460400,2017
"96","A Boogie Wit Da Hoodie","Undefeated (Ft. 21 Savage)             ",116700,2017
"97","A Boogie Wit Da Hoodie","3 Min Convo             ",42100,2017
"98","A Boogie Wit Da Hoodie","Role Model (Ft. Don Q)             ",9800,2017
"99","A Boogie Wit Da Hoodie","Unhappy             ",131100,2017
"100","A Boogie Wit Da Hoodie","Let's Start Over             ",110500,2017
"101","A Boogie Wit Da Hoodie","Get to You             ",109400,2017
"102","A Boogie Wit Da Hoodie","Somebody (Ft. Don Q)             ",90100,2017
"103","A Boogie Wit Da Hoodie","Money Sprung (Ft. Don Q)             ",45400,2017
"104","A Boogie Wit Da Hoodie","If I Gotta Go             ",97900,2017
"105","A Boogie Wit Da Hoodie","Fucking & Kissing (Ft. Chris Brown)             ",146400,2017
"106","A Boogie Wit Da Hoodie","Bad Girl (Ft. Robin Thicke & Trey Songz)             ",61100,2017
"107","A Boogie Wit Da Hoodie","Stalking You             ",179800,2017
"108","A Boogie Wit Da Hoodie","Beast Mode (Ft. PnB Rock & YoungBoy Never Broke Again)             ",157600,2017
"109","A Boogie Wit Da Hoodie","Drowning (Ft. Kodak Black)             ",1800000,2017
"110","A Boogie Wit Da Hoodie","Ransom             ",150600,2017
"111","A Boogie Wit Da Hoodie","Macaroni             ",167600,2017
"112","A Boogie Wit Da Hoodie","Timeless (Ft. DJ SpinKing)             ",758800,2017
"113","A Boogie Wit Da Hoodie","99 Problems & Messages             ",326500,2017
"114","A Boogie Wit Da Hoodie","Baecation             ",164600,2017
"115","A Boogie Wit Da Hoodie","Wrong Nigga             ",154800,2017
"116","A Boogie Wit Da Hoodie","TBA [Tracklist + Album Art]             ",10200,2017
"117","A Boogie Wit Da Hoodie","No Comparison             ",160900,2017
"118","A Boogie Wit Da Hoodie","Say A'             ",242100,2017
"119","Ab Soul","Thought It Was Love (Ft. Brown)             ",7200,2013
"120","Ab Soul","Regular Nigga (Ft. Rapper Big Pooh)             ",6600,2013
"121","Ab Soul","Long Term 2             ",13200,2013
"122","Ab Soul","Blow Them Horns II (Ft. Kendrick Lamar)             ",5400,2013
"123","Ab Soul","Studio Life             ",6100,2013
"124","Ab Soul","Day in the Life (Ft. Kendrick Lamar)             ",20100,2013
"125","Ab Soul","100 Yard Dash             ",7500,2013
"126","Ab Soul","God's a Girl?             ",42300,2013
"127","Ab Soul","Now You Know             ",35000,2013
"128","Ab Soul","D.R.U.G.S.             ",151000,2013
"129","Ab Soul","Evil Genius (Ft. JaVonté & Teedra Moses)             ",49100,2013
"130","Ab Soul","Lonely Soul / / / The Law (Prelude) (Ft. Punch & SZA)             ",41800,2013
"131","Ab Soul","The Law (Ft. Mac Miller & Rapsody)             ",77300,2013
"132","Ab Soul","YMF             ",76800,2013
"133","Ab Soul","Do What Thou Wilt. [Tracklist + Album Artwork]             ",17800,2013
"134","Ab Soul","God's Reign (Ft. SZA)             ",83100,2013
"135","Ab Soul","Tree of Life             ",122700,2013
"136","Ab Soul","Hunnid Stax (Ft. ScHoolboy Q)             ",111000,2013
"137","Ab Soul","Me & Ms. Pain (Ft. Punch)             ",6600,2013
"138","Ab Soul","Ab-Soul             ",17200,2013
"139","Ab Soul","Almost There (Ft. BJ the Chicago Kid)             ",17800,2013
"140","Ab Soul","#LTM (Ft. Pat Brown)             ",14400,2013
"141","Ab Soul","Constipation (Ft. Black Hippy)             ",16300,2013
"142","Ab Soul","Still A Regular Nigga (Ft. JaVonté)             ",8400,2013
"143","Ab Soul","No Pressure (Ft. Jay Rock)             ",6800,2013
"144","Ab Soul","Drift Away             ",20800,2013
"145","Ab Soul","Livin' Like (Ft. Rapper Big Pooh)             ",6400,2013
"146","Ab Soul","House Party 5             ",5600,2013
"147","Ab Soul","Be A Man             ",18000,2013
"148","Ab Soul","Soul Cry (Ft. Alori Joh)             ",52100,2013
"149","Ab Soul","Turn Me Up (Ft. Kendrick Lamar)             ",206400,2013
"150","Ab Soul","Passion (Ft. Alori Joh)             ",13800,2013
"151","Ab Soul","Bankrupt             ",12600,2013
"152","Ab Soul","Mayday             ",24300,2013
"153","Ab Soul","Rush             ",10100,2013
"154","Ab Soul","Pass The Blunt (Ft. ScHoolboy Q)             ",36700,2013
"155","Ab Soul","My Dream Girl             ",12700,2013
"156","Ab Soul","Can Anybody Hear Me (Ft. Punch)             ",33500,2013
"157","Ab Soul","RAW (Backwards) (Ft. Zacari)             ",108600,2013
"158","Ab Soul","Braille (Ft. Bas)             ",59400,2013
"159","Ab Soul","Huey Knew THEN (Ft. Da$H)             ",135700,2013
"160","Ab Soul","Threatening Nature             ",115900,2013
"161","Ab Soul","Womanogamy             ",62300,2013
"162","Ab Soul","INvocation (Ft. Kokane)             ",53300,2013
"163","Ab Soul","Wifey vs. WiFi / / / P.M.S. (Ft. BR3)             ",47900,2013
"164","Ab Soul","Beat the Case / / / Straight Crooked (Ft. ScHoolboy Q)             ",47500,2013
"165","Ab Soul","Portishead in the Morning / / / HER World             ",40000,2013
"166","Ab Soul","The Book of Soul             ",303500,2013
"167","Ab Soul","Black Lip Bastard (Remix) (Ft. Black Hippy)             ",343700,2013
"168","Ab Soul","Black Lip Bastard             ",47900,2013
"169","Ab Soul","Real Thinkers             ",35200,2013
"170","Ab Soul","Gone Insane (Ft. ScHoolboy Q)             ",86800,2013
"171","Ab Soul","Loosen my Tie             ",17500,2013
"172","Ab Soul","Nothin' New (Ft. Jhené Aiko)             ",67300,2013
"173","Ab Soul","Hell Yeah (Ft. ScHoolboy Q)             ",33400,2013
"174","Ab Soul","Moscato (Ft. Kendrick Lamar)             ",67900,2013
"175","Ab Soul","T.D.U.D.             ",30300,2013
"176","Ab Soul","Time is of the Essence (Ft. Punch)             ",27600,2013
"177","Ab Soul","Dub Sac             ",63900,2013
"178","Ab Soul","World Runners (Ft. Lupe Fiasco & Nikki Jean)             ",67000,2013
"179","Ab Soul","Nevermind That (Ft. Rick Ross)             ",40000,2013
"180","Ab Soul","Twact (Ft. Fre$h (Short Dawg) & Jinx)             ",31900,2013
"181","Ab Soul","Just Have Fun             ",78800,2013
"182","Ab Soul","Kendrick Lamar's Interlude (Ft. Kendrick Lamar)             ",64100,2013
"183","Ab Soul","Closure             ",82900,2013
"184","Ab Soul","Sapiosexual             ",51500,2013
"185","Ab Soul","Stigmata (Ft. Action Bronson & Asaad (Saudi Money))             ",102600,2013
"186","Ab Soul","Feelin' Us (Ft. Jay Rock & RaVaughn)             ",30900,2013
"187","Ab Soul","Ride Slow (Ft. Danny Brown & Delusional Thomas)             ",86100,2013
"188","Ab Soul","W.R.O.H (Ft. JMSN)             ",121800,2013
"189","Ab Soul","These Days Album Art             ",5100,2013
"190","Ab Soul","These Days (Ft. The O'My's)             ",75400,2013
"191","Ab Soul","Soulo Ho3 (Ft. Jhené Aiko)             ",91700,2013
"192","Ab Soul","Track Two             ",127300,2013
"193","Ab Soul","Bohemian Grove             ",140300,2013
"194","Ab Soul","Terrorist Threats (Ft. Danny Brown & Jhené Aiko)             ",719400,2013
"195","Ab Soul","Pineal Gland             ",349300,2013
"196","Ab Soul","Double Standards (Ft. Anna Wise)             ",103400,2013
"197","Ab Soul","Mixed Emotions             ",90800,2013
"198","Ab Soul","SOPA (Ft. ScHoolboy Q)             ",127800,2013
"199","Ab Soul","Lust Demons (Ft. BJ the Chicago Kid & Jay Rock)             ",63500,2013
"200","Ab Soul","ILLuminate (Ft. Kendrick Lamar)             ",447400,2013
"201","Ab Soul","A Rebellion (Ft. Alori Joh)             ",45500,2013
"202","Ab Soul","Showin' Love             ",53800,2013
"203","Ab Soul","Empathy (Ft. Alori Joh & JaVonté)             ",97600,2013
"204","Ab Soul","Nothing's Something             ",48100,2013
"205","Ab Soul","Beautiful Death (Ft. Ash Riser & Punch)             ",81100,2013
"206","Ab Soul","Big Pay Back (Ft. Murs)             ",9400,2013
"207","Ab Soul","More of a Euphoria (Ft. Alori Joh)             ",17500,2013
"208","Ab Soul","Picture That (Ft. JaVonté)             ",11100,2013
"209","Action Bronson","Prince Charming             ",5800,2013
"210","Action Bronson","Wolfpack             ",10000,2013
"211","Action Bronson","Hot Pepper (Ft. Jah Tiger & Meyhem Lauren)             ",9100,2013
"212","Action Bronson","Bonzai             ",11000,2013
"213","Action Bronson","La Luna             ",10900,2013
"214","Action Bronson","The Chairman's Intent             ",13600,2013
"215","Action Bronson","Let Me Breathe             ",12900,2013
"216","Action Bronson","9-24-7000 (Ft. Rick Ross)             ",12500,2013
"217","Action Bronson","Let It Rain             ",5200,2013
"218","Action Bronson","TANK (Ft. Big Body Bes)             ",8100,2013
"219","Action Bronson","White Bronco             ",10000,2013
"220","Action Bronson","Durag vs Headband (Ft. Big Body Bes)             ",19800,2013
"221","Action Bronson","Brand New Car             ",25300,2013
"222","Action Bronson","The Rising (Ft. Big Body Bes)             ",25300,2013
"223","Action Bronson","Terry             ",74300,2013
"224","Action Bronson","Actin' Crazy             ",149800,2013
"225","Action Bronson","Falconry (Ft. Big Body Bes & Meyhem Lauren)             ",29400,2013
"226","Action Bronson","Thug Love Story 2017: The Musical (Interlude)             ",10900,2013
"227","Action Bronson","City Boy Blues (Ft. C.S. Armstrong)             ",13600,2013
"228","Action Bronson","A Light in the Addict (Ft. Black Atlass & Party Supplies)             ",41000,2013
"229","Action Bronson","Only In America (Ft. Party Supplies)             ",20800,2013
"230","Action Bronson","Galactic Love             ",14900,2013
"231","Action Bronson","The Passage             ",6400,2013
"232","Action Bronson","Easy Rider             ",142800,2013
"233","Action Bronson","Mr Wonderful Album Art + Tracklist             ",5100,2013
"234","Action Bronson","Baby Blue (Ft. Chance the Rapper)             ",1200000,2013
"235","Action Bronson","Action Silverado             ",27600,2013
"236","Action Bronson","Intro (Ft. Big Body Bes)             ",5900,2013
"237","Action Bronson","Pepe Lopez             ",17500,2013
"238","Action Bronson","The Don's Cheek             ",20000,2013
"239","Action Bronson","It Concerns Me             ",20400,2013
"240","Action Bronson","Practice             ",22600,2013
"241","Action Bronson","Jackson & Travolta (Ft. Meyhem Lauren)             ",13400,2013
"242","Action Bronson","Through The Eyes of a G (Ft. Ab-Soul)             ",35600,2013
"243","Action Bronson","Contemporary Man             ",41600,2013
"244","Action Bronson","Twin Peugots (Ft. Big Body Bes & Mac Miller)             ",26900,2013
"245","Action Bronson","Man & The Mirror             ",5900,2013
"246","Action Bronson","Midget Cough             ",18800,2013
"247","Action Bronson","It's Me             ",13200,2013
"248","Action Bronson","Flip Ya (Ft. RetcH)             ",14000,2013
"249","Action Bronson","9.24.13 (Ft. Big Body Bes)             ",49200,2013
"250","Action Bronson","Rolling Thunder             ",38900,2013
"251","Action Bronson","Amadu Diablo             ",29300,2013
"252","Action Bronson","In The City (Ft. Jeff Woods)             ",9900,2013
"253","Action Bronson","I Adore You             ",8500,2013
"254","Action Bronson","72 Virgins (Ft. Big Body Bes)             ",26300,2013
"255","Action Bronson","Triple Backflip             ",22400,2013
"256","Action Bronson","No Time             ",20900,2013
"257","Action Bronson","The Rockers (Ft. Wiz Khalifa)             ",84000,2013
"258","Action Bronson","The Choreographer             ",7300,2013
"259","Action Bronson","Chop Chop Chop             ",6600,2013
"260","Action Bronson","Seven Series Triplets (Ft. Prodigy of Mobb Deep & Raekwon)             ",11900,2013
"261","Action Bronson","Big Body Bes Intro (Ft. Big Body Bes)             ",14800,2013
"262","Action Bronson","Rare Chandeliers             ",16700,2013
"263","Action Bronson","The Symbol             ",47100,2013
"264","Action Bronson","Sylvester Lundgren (Ft. AG Da Coroner & Meyhem Lauren)             ",12900,2013
"265","Action Bronson","Randy The Musical             ",18600,2013
"266","Action Bronson","Demolition Man (Ft. ScHoolboy Q)             ",17000,2013
"267","Action Bronson","Eggs on the Third Floor             ",18700,2013
"268","Action Bronson","Modern Day Revelations (Ft. Roc Marciano)             ",10200,2013
"269","Action Bronson","Dennis Haskins             ",9500,2013
"270","Action Bronson","Bitch I Deserve You (Ft. Evidence)             ",18800,2013
"271","Action Bronson","Gateway to Wizardry (Ft. Styles P)             ",16900,2013
"272","Action Bronson","Blood of the Goat (Ft. Big Twins & Sean Price)             ",9200,2013
"273","Action Bronson","Mike Vick             ",13400,2013
"274","Action Bronson","Fiends Jean Jacket (Ft. The Alchemist)             ",7100,2013
"275","Action Bronson","Strictly 4 My Jeeps             ",84400,2013
"276","Action Bronson","Alligator             ",37400,2013
"277","Aminé","DR. WHOEVER             ",105700,2017
"278","Aminé","HICCUP (Ft. Gunna)             ",23100,2017
"279","Aminé","WHY?             ",24600,2017
"280","Aminé","SHINE             ",36500,2017
"281","Aminé","REEL IT IN             ",141300,2017
"282","Aminé","BLACKJACK             ",27600,2017
"283","Aminé","CANTU             ",21100,2017
"284","Aminé","SUGARPARENTS (Ft. Rico Nasty)             ",15800,2017
"285","Aminé","STFU2             ",15800,2017
"286","Aminé","RATCHET SATURN GIRL             ",27800,2017
"287","Aminé","TOGETHER             ",47200,2017
"288","Aminé","Veggies (Ft. Ty Dolla $ign)             ",57400,2017
"289","Aminé","Yellow (Ft. Nelly)             ",70500,2017
"290","Aminé","Hero             ",35800,2017
"291","Aminé","Spice Girl             ",209300,2017
"292","Aminé","STFU             ",43600,2017
"293","Aminé","Wedding Crashers (Ft. Offset)             ",89700,2017
"294","Aminé","CHINGY             ",17400,2017
"295","Aminé","DAPPERDAN (Ft. G Herbo)             ",15200,2017
"296","Aminé","Blinds             ",26700,2017
"297","Aminé","Dakota (Ft. Charlie Wilson)             ",30700,2017
"298","Aminé","Slide             ",20500,2017
"299","Aminé","Money             ",22900,2017
"300","Aminé","Beach Boy             ",25600,2017
"301","Aminé","Heebiejeebies (Ft. Kehlani)             ",179000,2017
"302","Aminé","Caroline             ",4500000,2017
"303","Aminé","La Danse             ",7300,2017
"304","Aminé","Turf             ",87100,2017
"305","Aminé","Sundays             ",43900,2017
"306","Anderson .Paak","The Chase (Ft. Kadhja Bonet)             ",11900,2016
"307","Anderson .Paak","Who R U?             ",18700,2016
"308","Anderson .Paak","6 Summers             ",38600,2016
"309","Anderson .Paak","Headlow (Ft. Norelle)             ",14600,2016
"310","Anderson .Paak","Tints (Ft. Kendrick Lamar)             ",83200,2016
"311","Anderson .Paak","Mansa Musa (Ft. Cocoa Sarai & Dr. Dre)             ",13000,2016
"312","Anderson .Paak","Brother's Keeper (Ft. Pusha-T)             ",22600,2016
"313","Anderson .Paak","Saviers Road             ",15400,2016
"314","Anderson .Paak","Smile / Petty             ",12400,2016
"315","Anderson .Paak","Cheers (Ft. Q-Tip)             ",26600,2016
"316","Anderson .Paak","Sweet Chick (Ft. BJ the Chicago Kid)             ",15500,2016
"317","Anderson .Paak","Left to Right             ",7700,2016
"318","Anderson .Paak","The Bird             ",138000,2016
"319","Anderson .Paak","Heart Don't Stand a Chance             ",126800,2016
"320","Anderson .Paak","The Waters (Ft. BJ the Chicago Kid)             ",94800,2016
"321","Anderson .Paak","The Season / Carry Me             ",131400,2016
"322","Anderson .Paak","Put Me Thru             ",114200,2016
"323","Anderson .Paak","Am I Wrong (Ft. ScHoolboy Q)             ",133100,2016
"324","Anderson .Paak","Without You (Ft. Rapsody)             ",58700,2016
"325","Anderson .Paak","Parking Lot             ",63700,2016
"326","Anderson .Paak","Anywhere (Ft. The Last Artful, Dodgr & Snoop Dogg)             ",18400,2016
"327","Anderson .Paak","Trippy (Ft. J. Cole)             ",38600,2016
"328","Anderson .Paak","Water Fall (Interluuube)             ",22800,2016
"329","Anderson .Paak","Your Prime             ",40500,2016
"330","Anderson .Paak","Come Down             ",195400,2016
"331","Anderson .Paak","Silicon Valley             ",104800,2016
"332","Anderson .Paak","Celebrate             ",51600,2016
"333","Anderson .Paak","The Dreamer (Ft. Talib Kweli & Timan Family Choir)             ",73900,2016
"334","Anderson .Paak","Malibu [Tracklist + Album Artwork]             ",8600,2016
"335","Anderson .Paak","Malibu [Credits]             ",9700,2016
"336","Anderson .Paak","Come Down (Remix) (Ft. T.I.)             ",17000,2016
"337","Anderson .Paak","Make It Work (Ft. Asher Roth & Nico Segal)             ",12200,2016
"338","Anderson .Paak","Milk n' Honey             ",33800,2016
"339","Anderson .Paak","The City             ",11700,2016
"340","Anderson .Paak","Might Be             ",49700,2016
"341","Anderson .Paak","Miss Right             ",33600,2016
"342","Anderson .Paak","Put You On             ",8500,2016
"343","Anderson .Paak","Already (Ft. SiR)             ",13900,2016
"344","Anderson .Paak","I Miss That Whip             ",19700,2016
"345","Anderson .Paak","Get 'Em Up             ",9000,2016
"346","Anderson .Paak","Paint             ",6500,2016
"347","Anderson .Paak","Drugs             ",51400,2016
"348","Anderson .Paak","Luh You             ",20100,2016
"349","Anderson .Paak","Right There             ",9500,2016
"350","Anderson .Paak","Off the Ground             ",14500,2016
"351","Anderson .Paak","Lite Weight (Ft. The Free Nationals United Fellowship Choir)             ",40600,2016
"352","Anderson .Paak","Room in Here (Ft. The Game & Sonyaè Elise)             ",78600,2016
"353","Angel Haze","D-Day             ",5700,2013
"354","Angel Haze","Impossible             ",14000,2013
"355","Angel Haze","Moonrise Kingdom             ",21800,2013
"356","Angel Haze","Detox             ",8900,2013
"357","Angel Haze","On Fire             ",6800,2013
"358","Angel Haze","The Wolves             ",9400,2013
"359","Angel Haze","Gods             ",6900,2013
"360","Angel Haze","Babe Ruthless             ",14900,2013
"361","Angel Haze","Dark Places             ",10800,2013
"362","Angel Haze","The Eulogy             ",5800,2013
"363","Angel Haze","The Woods             ",7800,2013
"364","Angel Haze","Sing About Me             ",6200,2013
"365","Angel Haze","Echelon (It's My Way)             ",18600,2013
"366","Angel Haze","A Tribe Called Red             ",29000,2013
"367","Angel Haze","Deep Sea Diver             ",12300,2013
"368","Angel Haze","Black Synagogue (Ft. Wynter Gordon)             ",14600,2013
"369","Angel Haze","Angels & Airwaves             ",15100,2013
"370","Angel Haze","April's Fool             ",6000,2013
"371","Angel Haze","White Lilies / White Lies             ",9800,2013
"372","Angel Haze","Battle Cry (Ft. Sia)             ",62700,2013
"373","Angel Haze","Black Dahlia (Ft. Natalia Kills)             ",14900,2013
"374","Angel Haze","Bruises             ",5200,2013
"375","Angel Haze","Exposed             ",8100,2013
"376","Angel Haze","Same Love (Freestyle)             ",41200,2013
"377","Angel Haze","New York             ",51200,2013
"378","Angel Haze","Werkin' Girls             ",151500,2013
"379","Angel Haze","Supreme             ",5200,2013
"380","Angel Haze","CHI (Need To Know)             ",17500,2013
"381","Angel Haze","Bitch Bad             ",5700,2013
"382","Angel Haze","Gossip Folks             ",8900,2013
"383","Angel Haze","Cleaning Out My Closet             ",82800,2013
"384","Angel Haze","Planes Fly             ",5800,2013
"385","Angel Haze","Dirty Gold             ",10600,2013
"386","Angel Haze","Crown             ",5700,2013
"387","August Alsina","Don't Matter             ",102500,2014
"388","August Alsina","Lonely             ",40700,2014
"389","August Alsina","Wait             ",89100,2014
"390","August Alsina","Drugs             ",40200,2014
"391","August Alsina","This Thing Called Life             ",9700,2014
"392","August Alsina","Job (Ft. Anthony Hamilton & Jadakiss)             ",14700,2014
"393","August Alsina","Why I Do It (Ft. Lil Wayne)             ",90800,2014
"394","August Alsina","Hollywood             ",9900,2014
"395","August Alsina","Hip-Hop             ",73100,2014
"396","August Alsina","Change             ",12800,2014
"397","August Alsina","Dreamer             ",13400,2014
"398","August Alsina","Been Around the World (Ft. Chris Brown)             ",21800,2014
"399","August Alsina","First Time             ",20300,2014
"400","August Alsina","Would You Know?             ",28300,2014
"401","August Alsina","Song Cry             ",253300,2014
"402","August Alsina","Other Side             ",13900,2014
"403","August Alsina","American Dream             ",18000,2014
"404","August Alsina","Look At How Far I've Come             ",13200,2014
"405","August Alsina","The Encore             ",8400,2014
"406","August Alsina","Testify             ",74500,2014
"407","August Alsina","Make It Home (Ft. Jeezy)             ",141300,2014
"408","August Alsina","Right There             ",55900,2014
"409","August Alsina","You Deserve             ",95800,2014
"410","August Alsina","No Love             ",121600,2014
"411","August Alsina","Porn Star             ",140800,2014
"412","August Alsina","FML (Ft. Pusha-T)             ",82500,2014
"413","August Alsina","Grind & Pray/Get Ya Money (Ft. Fabolous)             ",47900,2014
"414","August Alsina","Ghetto (Remix) (Ft. Yo Gotti)             ",28600,2014
"415","August Alsina","Kissin' on My Tattoos             ",256900,2014
"416","August Alsina","Ah Yeah             ",31600,2014
"417","August Alsina","Mama             ",78400,2014
"418","August Alsina","Benediction (Ft. Rick Ross)             ",184100,2014
"419","August Alsina","I Luv This Shit (Ft. Trinidad James)             ",555900,2014
"420","August Alsina","Numb (Remix) (Ft. B.o.B & Yo Gotti)             ",89300,2014
"421","August Alsina","I Luv This Shit (Remix) (Ft. Chris Brown & Trey Songz)             ",384200,2014
"422","August Alsina","Grind & Pray (Extended)             ",9500,2014
"423","August Alsina","Back Seat             ",12400,2014
"424","August Alsina","Get Ya Money (Album Version) (Ft. Fabolous)             ",35700,2014
"425","August Alsina","No Love (Remix) (Ft. Nicki Minaj)             ",401700,2014
"426","August Alsina","Work (Ft. Roscoe Dash)             ",15000,2014
"427","August Alsina","Confessions Interlude (Part 1)             ",7200,2014
"428","August Alsina","Get Ya Money             ",71600,2014
"429","August Alsina","Let Me Hit That (Ft. Curren$y)             ",140600,2014
"430","August Alsina","Hell Yeah (Ft. Juelz Santana)             ",7500,2014
"431","August Alsina","Down Right Now             ",20300,2014
"432","August Alsina","Shoot or Die             ",18300,2014
"433","August Alsina","Downtown (Ft. Kidd Kidd)             ",168800,2014
"434","August Alsina","Confessions Interlude (Part 2) (Ft. The Dream Bandz)             ",11600,2014
"435","August Alsina","FBGP (Fuck Bitches Get Paid)             ",20300,2014
"436","August Alsina","Inhale             ",17000,2014
"437","August Alsina","Nobody Knows             ",73500,2014
"438","August Alsina","Hell On Earth             ",13800,2014
"439","August Alsina","Survival of the Fittest             ",20500,2014
"440","August Alsina","Ghetto (Ft. Rich Homie Quan)             ",209800,2014
"441","August Alsina","Don't Forget About Me             ",57700,2014
"442","August Alsina","Sucka (Ft. Lloyd)             ",51800,2014
"443","BlocBoy JB","Nun Of Dat (Ft. Lil Pump)             ",28200,2018
"444","BlocBoy JB","Asian Bitch (Ft. Moneybagg Yo)             ",7400,2018
"445","BlocBoy JB","Rover 2.0 (Ft. 21 Savage)             ",159500,2018
"446","BlocBoy JB","Don't Say That (Ft. Lil Uzi Vert)             ",38400,2018
"447","BlocBoy JB","Nike Swoosh (Ft. YG)             ",5500,2018
"448","BlocBoy JB","Mamacita             ",5200,2018
"449","BlocBoy JB","No Velcro             ",6500,2018
"450","BlocBoy JB","Shoot             ",191700,2018
"451","BlocBoy JB","Look Alive (Ft. Drake)             ",1400000,2018
"452","BlocBoy JB","No Chorus, Pt. 11             ",5800,2018
"453","BlocBoy JB","No Chorus, Pt. 10             ",6400,2018
"454","BlocBoy JB","First Day Bacc on Da Bloc             ",6300,2018
"455","Chance the Rapper","The Man Who Has Everything             ",39900,2014
"456","Chance the Rapper","I Might Need Security             ",330100,2014
"457","Chance the Rapper","My Own Thing (Ft. Joey Purp)             ",36700,2014
"458","Chance the Rapper","65th & Ingleside             ",190000,2014
"459","Chance the Rapper","Wala Cam (Ft. Forever Band & Supa Bwe)             ",101600,2014
"460","Chance the Rapper","Work Out             ",161400,2014
"461","Chance the Rapper","All We Got (Ft. Chicago Childrens Choir & Kanye West)             ",739700,2014
"462","Chance the Rapper","Summer Friends (Ft. Francis and the Lights & Jeremih)             ",668500,2014
"463","Chance the Rapper","D.R.A.M. Sings Special (Ft. DRAM)             ",117000,2014
"464","Chance the Rapper","Mixtape (Ft. Lil Yachty & Young Thug)             ",384600,2014
"465","Chance the Rapper","Angels (Ft. Saba)             ",844800,2014
"466","Chance the Rapper","Juke Jam (Ft. Justin Bieber & Towkio)             ",792000,2014
"467","Chance the Rapper","All Night (Ft. Knox Fortune)             ",716100,2014
"468","Chance the Rapper","How Great (Ft. Jay Electronica & Nicole Steen)             ",471500,2014
"469","Chance the Rapper","Smoke Break (Ft. Future)             ",461400,2014
"470","Chance the Rapper","Finish Line / Drown (Ft. Eryn Allen Kane, Kirk Franklin, Noname & T-Pain)             ",500700,2014
"471","Chance the Rapper","Blessings (Reprise) (Ft. Anderson .Paak, BJ the Chicago Kid, Raury & Ty Dolla $ign)             ",638300,2014
"472","Chance the Rapper","Coloring Book [Tracklist + Cover Art]             ",166800,2014
"473","Chance the Rapper","No Problem (Ft. 2 Chainz & Lil Wayne)             ",2300000,2014
"474","Chance the Rapper","Blessings (Ft. Jamila Woods)             ",1e+06,2014
"475","Chance the Rapper","Same Drugs             ",1100000,2014
"476","Chance the Rapper","Good Ass Intro (Ft. BJ the Chicago Kid, J.P. Floyd, Kiara Lanier, Lili K., Peter Cottontale & Will Miller)             ",670500,2014
"477","Chance the Rapper","Lost (Ft. Noname)             ",960800,2014
"478","Chance the Rapper","Everybody's Something (Ft. BJ the Chicago Kid & Saba)             ",669100,2014
"479","Chance the Rapper","Interlude (That's Love)             ",324000,2014
"480","Chance the Rapper","NaNa (Ft. Action Bronson)             ",391700,2014
"481","Chance the Rapper","Smoke Again (Ft. Ab-Soul)             ",736300,2014
"482","Chance the Rapper","Acid Rain             ",849000,2014
"483","Chance the Rapper","Chain Smoker             ",635300,2014
"484","Chance the Rapper","Everything's Good (Good Ass Outro)             ",342800,2014
"485","Chance the Rapper","Acid Rap Outfit (SXSW 2013) (Ft. Brandon Breaux, Ends/Wealth Corporation & Fashion Genius)             ",11400,2014
"486","Chance the Rapper","Acid Rap [Artwork]             ",25700,2014
